show_id,type,title,country,release_year,duration,listed_in,description
tt0028445,Movie,A Day in the Country,France,1946,41 min,"drama, comedy","The family of a Parisian shop-owner spends a day in the country. The daughter falls in love with a man at the inn, where they spend the day."
tt0034277,Movie,They Died with Their Boots On,United States,1941,140 min,"romance, drama, war, western","The story follows General George Armstrong Custer's adventures from his West Point days to his death. He defies orders during the Civil War, trains the 7th Cavalry, appeases Chief Crazy Horse and later engages in bloody battle with the Sioux nation."
tt0043030,Movie,Tea for Two,United States,1950,98 min,"comedy, romance","In this reworking of ""No, No, Nanette,"" wealthy heiress Nanette Carter bets her uncle $25,000 that she can say ""no"" to everything for 48 hours. If she wins, she can invest the money in a Broadway show featuring songs written by her beau, and of course, in which she will star. Trouble is, she doesn't realize her uncle's been wiped out by the Stock Market crash."
tt0019412,Movie,Speedy,United States,1928,85 min,"comedy, action, family","Speedy loses his job as a soda jerk, then spends the day with his girl at Coney Island. He then becomes a cab driver and delivers Babe Ruth to Yankee Stadium, where he stays to see the game. When the railroad tries to run the last horse-drawn trolley (operated by his girl's grandfather) out of business, Speedy organizes the neighborhood old-timers to thwart their scheme."
tt0035942,Movie,Girl Crazy,United States,1943,99 min,"romance, comedy","Rich kid Danny Churchill has a taste for wine, women and song, but not for higher education. So his father ships him to an all-male college out West where there's not supposed to be a female for miles. But before Danny arrives, he spies a pair of legs extending out from under a stalled roadster. They belong to the Dean's granddaughter, Ginger Gray, who is more interested in keeping the financially strapped college open than falling for Danny's romantic line. At least at first..."
tt0041671,Movie,My Dream Is Yours,United States,1949,101 min,"romance, comedy, animation, music","Conceited singer Garry Mitchell refuses to renew his radio contract, so agent Doug Blake decides to find a new personality to replace Garry. In New York, he finds Martha Gibson, a single mother with a great voice. He arranges for her to move to Hollywood, but then has a problem trying to sell her to the show's sponsor. Doug tries every trick he can think of to make Martha a star, and as the two work more closely, he falls in love with her. Complicating matters further is when Martha meets and becomes attracted to Garry."
tt0036098,Movie,Lassie Come Home,United States,1943,88 min,"drama, family","Hard times come for the Carraclough family and they are forced to sell their dog, Lassie, to the rich Duke of Rudling. Lassie, however, is unwilling to remain apart from young Carraclough son Joe and sets out on a long and dangerous journey to rejoin him."
tt12610794,Movie,"The 47 Ronin, Part 1",Japan,1941,112 min,"action, drama, history",The first part of Kenji Mizoguchi's two-part epic 'The 47 Ronin'.
tt0029971,Movie,Carefree,United States,1938,83 min,"romance, comedy","Dr. Tony Flagg's friend Steven has problems in the relationship with his fiancée Amanda, so he persuades her to visit Tony. After some minor misunderstandings, she falls in love with him. When he tries to use hypnosis to strengthen her feelings for Steven, things get complicated."
tt0040064,Movie,3 Godfathers,United States,1948,102 min,"western, drama","Three outlaws on the run discover a dying woman and her baby. They swear to bring the infant to safety across the desert, even at the risk of their own lives."
tt0167260,Movie,The King of Kings,United States,1927,155 min,"drama, family, history","The King of Kings is the Greatest Story Ever Told as only Cecil B. DeMille could tell it. In 1927, working with one of the biggest budgets in Hollywood history, DeMille spun the life and Passion of Christ into a silent-era blockbuster. Featuring text drawn directly from the Bible, a cast of thousands, and the great showman’s singular cinematic bag of tricks, The King of Kings is at once spectacular and deeply reverent—part Gospel, part Technicolor epic."
tt0240510,Movie,The Four Feathers,United Kingdom,1939,115 min,"romance, war, drama",A disgraced officer risks his life to help his childhood friends in battle.
tt18352538,Movie,The Son of Kong,United States,1933,70 min,"horror, family, scifi, fantasy, comedy",Beleaguered adventurer Carl Denham returns to the island where he found King Kong.
tt0025929,Movie,A Story of Floating Weeds,Japan,1934,86 min,drama,"An aging actor returns to a small town with his troupe and reunites with his former lover and illegitimate son, a scenario that enrages his current mistress and results in heartbreak for all."
tt6587094,Movie,Five Came Back,United States,1939,75 min,"thriller, drama, romance","Twelve people are aboard Coast Air Line's flagship the Silver Queen enroute to South America when the airplane encounters a storm and is blown off course. Crashing into jungles known to be inhabited by head hunters, pilots Bill and Joe race against time to fix the engines and attempt a take off. The situation brings out the best and worst in the stranded dozen as they create a makeshift runway and prepare to escape before the natives attack. But damage to the plane and low fuel reserves means that only 5 people can be carried to safety."
tt0025101,Movie,Fashions of 1934,United States,1934,78 min,"comedy, drama","When the Manhattan investment firm of Sherwood Nash goes broke, he joins forces with his partner Snap and fashion designer Lynn Mason to provide discount shops with cheap copies of Paris couture dresses."
tt0014624,Movie,A Woman of Paris: A Drama of Fate,United States,1923,82 min,"romance, drama","When Marie St. Clair believes she has been jilted by her artist fiance Jean, she decides to leave for Paris on her own. After spending a year in the city as a mistress of the wealthy Pierre Revel, she is reunited with Jean by chance. This leaves her with the choice between a glamorous life in Paris, and the true love she left behind."
tt0020163,Movie,People on Sunday,Germany,1930,74 min,"drama, european, comedy, romance","A semi-documentary experimental 1930 German silent film created by amateurs with a small budget. With authentic scenes of the metropolis city of Berlin, it's the first film from the later famous screenwriters/directors Billy Wilder and Fred Zinnemann."
tt0033980,Movie,One Foot in Heaven,United States,1941,108 min,drama,Episodic look at the life of a minister and his family as they move from one parish to another.
tt0000499,Movie,The Impossible Voyage,France,1904,21 min,"fantasy, scifi","Using every known means of transportation, several savants from the Geographic Society undertake a journey through the Alps to the Sun which finishes under the sea."
tt0028167,Movie,Rembrandt,United Kingdom,1936,85 min,drama,"This character study joins the painter at the height of his fame in 1642, when his adored wife suddenly dies and his work takes a dark, sardonic turn that offends his patrons. By 1656, he is bankrupt but consoles himself with the company of pretty maid Hendrickje, whom he's unable to marry. Their relationship brings ostracism but also some measure of happiness. The final scenes find him in his last year, 1669, physically enfeebled but his spirit undimmed."
